Time, StartPointBuffer, EndPointBuffer
21.680000, 5198.002930, 7063.997559
21.720000, 5206.603027, 6988.397461
21.760000, 5312.203125, 6959.797363
21.800000, 5384.803223, 6800.197266
21.840000, 5437.403320, 6783.597168
21.880000, 5508.003418, 6716.997070
21.920000, 5530.603516, 6643.396973
21.960000, 5618.203613, 6592.796875
22.000000, 5616.103516, 6584.896973
22.040000, 5651.003418, 6612.997070
22.080000, 5639.903320, 6564.097168
22.120000, 5649.803223, 6463.197266
22.160000, 5635.703125, 6545.297363
22.200000, 5679.603027, 6558.397461
22.240000, 5698.502930, 6534.497559
22.280000, 5688.402832, 6397.597656
22.320000, 5654.302734, 5132.697754
22.360000, 5690.202637, 5042.797852
22.400000, 5682.902832, 4972.097656
22.440000, 5708.603027, 5053.397461
22.480000, 5705.303223, 5127.697266
22.520000, 5685.003418, 5224.997070
22.560000, 5702.703613, 5309.296875
22.600000, 5743.403809, 5403.596680
22.640000, 5772.104004, 5506.896484
22.680000, 5721.804199, 5598.196289
22.720000, 5736.504395, 5698.496094
22.760000, 5732.204590, 5785.795898
22.800000, 5736.704590, 5890.295898
22.840000, 5713.204590, 6004.795898
22.880000, 5727.704590, 6097.295898
22.920000, 5726.204590, 6175.795898
22.960000, 5700.704590, 6233.295898
23.000000, 5705.204590, 6249.795898
23.040000, 5713.704590, 6279.295898
23.080000, 5754.204590, 6290.795898
23.120000, 7405.704590, 6317.295898
23.160000, 7392.204590, 6347.795898
23.200000, 7246.704590, 6500.295898
23.240000, 7082.204590, 6727.795898
23.280000, 6899.704590, 6858.295898
23.320000, 6725.204590, 7021.795898
23.360000, 6556.704590, 7205.295898
23.400000, 6395.204590, 7370.795898
23.440000, 6226.704590, 7584.295898
23.480000, 6057.204590, 7732.795898
23.520000, 5901.704590, 7912.295898
23.560000, 5725.204590, 8054.795898
23.600000, 5719.404785, 8076.595703
23.640000, 5723.604980, 8077.395508
23.680000, 5719.805176, 8102.195313
23.720000, 5722.005371, 8068.995117
23.760000, 5731.205566, 8060.794922
23.800000, 5721.405762, 8081.594727
23.840000, 5717.605957, 8126.394531
23.880000, 5658.806152, 8101.194336
23.920000, 5592.006348, 8111.994141
23.960000, 5488.206543, 8089.793945
24.000000, 5392.106445, 8072.893555
24.040000, 5311.006348, 8072.993164
24.080000, 5210.906250, 8035.092773
24.120000, 5257.806152, 7974.192383
24.160000, 5571.706055, 7925.291992
24.200000, 5862.605957, 7955.391602
24.240000, 5885.505859, 7920.491211
24.280000, 5906.405762, 7904.590820
24.320000, 5922.305664, 7875.690430
24.360000, 5954.205566, 7874.790527
24.400000, 5936.505371, 7882.490234
24.440000, 5907.805176, 7906.190430
24.480000, 5885.104980, 7953.890625
24.520000, 5862.404785, 7971.590820
24.560000, 5844.704590, 7985.291016
24.600000, 5820.004395, 7966.991211
24.640000, 5796.304199, 6337.691406
24.680000, 5773.604004, 6373.391602
24.720000, 5748.903809, 6375.091797
24.760000, 5724.203613, 6395.791992
24.800000, 5730.503418, 6411.492188
24.840000, 5722.803223, 6419.192383
24.880000, 5724.103027, 6420.892578
24.920000, 5724.402832, 6415.592773
24.960000, 5721.702637, 6417.292969
25.000000, 5724.002441, 6419.993164
25.040000, 5725.302246, 6408.693359
25.080000, 5724.602051, 6418.393555
25.120000, 5645.901855, 6424.093750
25.160000, 5651.201660, 6419.793945
25.200000, 5631.801758, 6416.193848
25.240000, 5682.401855, 6406.593750
25.280000, 5736.001953, 6389.993652
25.320000, 5756.602051, 6392.393555
25.360000, 5763.202148, 6388.793457
25.400000, 5778.802246, 6440.193359
25.440000, 5791.402344, 6499.593262
25.480000, 5795.002441, 6595.993164
25.520000, 5805.602539, 6708.393066
25.560000, 5806.202637, 6805.792969
25.600000, 5804.302734, 6937.692871
25.640000, 5784.402832, 6922.592773
25.680000, 5785.502930, 6640.492676
25.720000, 5760.603027, 6381.392578
25.760000, 5762.703125, 6390.292480
25.800000, 5771.803223, 6401.192383
25.840000, 5764.903320, 6417.092285
25.880000, 5751.003418, 6416.992188
25.920000, 5721.103516, 6419.892090
25.960000, 5708.203613, 6433.791992
26.000000, 5736.103516, 6431.892090
26.040000, 5733.003418, 6429.992188
26.080000, 5736.903320, 6423.092285
26.120000, 5719.803223, 6423.192383
26.160000, 5739.703125, 6422.292480
26.200000, 5723.603027, 6420.392578
26.240000, 5722.502930, 6420.492676
26.280000, 5752.402832, 6420.592773
26.320000, 5725.302734, 6412.692871
26.360000, 5718.202637, 6418.792969
26.400000, 5742.102539, 6416.893066
26.440000, 5718.002441, 6415.993164
26.480000, 5719.902344, 6418.093262
26.520000, 5718.802246, 6415.193359
26.560000, 5718.702148, 6413.293457
26.600000, 5722.602051, 6413.393555
26.640000, 5724.501953, 6491.493652
26.680000, 5728.401855, 6485.593750
26.720000, 5728.301758, 6511.693848
26.760000, 5744.201660, 6467.793945
26.800000, 5729.501465, 6423.494141
26.840000, 5733.801270, 6412.194336
26.880000, 5726.101074, 6414.894531
26.920000, 5722.400879, 6408.594727
26.960000, 5716.700684, 6405.294922
27.000000, 5721.000488, 6410.995117
27.040000, 5714.300293, 6409.695313
27.080000, 5721.600098, 6418.395508
27.120000, 5709.899902, 6414.095703
27.160000, 5701.199707, 6427.795898
27.200000, 5698.799805, 6416.195801
27.240000, 5716.399902, 6430.595703
27.280000, 5719.000000, 6417.995605
27.320000, 5718.600098, 6398.395508
27.360000, 5721.200195, 6394.795410
27.400000, 5723.800293, 6398.195313
27.440000, 5728.400391, 6417.595215
27.480000, 5728.000488, 6419.995117
27.520000, 5729.600586, 6391.395020
27.560000, 5731.200684, 6393.794922
27.600000, 5745.800781, 6392.194824
27.640000, 5741.400879, 6411.594727
27.680000, 5733.000977, 6393.994629
27.720000, 5740.601074, 6412.394531
27.760000, 5738.201172, 6415.794434
27.800000, 5736.801270, 6388.194336
27.840000, 5737.401367, 6417.594238
27.880000, 5729.001465, 6426.994141
27.920000, 5745.601563, 6404.394043
27.960000, 5725.201660, 6429.793945
28.000000, 5727.401855, 6428.593750
28.040000, 5736.602051, 6430.393555
28.080000, 5724.802246, 6431.193359
28.120000, 5723.002441, 6427.993164
28.160000, 5727.202637, 6426.792969
28.200000, 5720.402832, 6423.592773
28.240000, 5722.603027, 6424.392578
28.280000, 5728.803223, 6409.192383
28.320000, 5734.003418, 6421.992188
28.360000, 5730.203613, 6415.791992
28.400000, 5717.903809, 6422.091797
28.440000, 5718.604004, 6424.391602
28.480000, 5720.304199, 6428.691406
28.520000, 5725.004395, 6422.991211
28.560000, 5710.704590, 6428.291016
28.600000, 5717.404785, 6419.590820
28.640000, 5712.104980, 6429.890625
28.680000, 5717.805176, 6437.190430
28.720000, 5711.505371, 6442.490234
28.760000, 5707.205566, 6427.790039
28.800000, 5708.205566, 6425.790039
28.840000, 5696.205566, 6426.790039
28.880000, 5689.205566, 6424.790039
28.920000, 5686.205566, 6422.790039
28.960000, 5682.205566, 6418.790039
29.000000, 5685.205566, 6419.790039
29.040000, 5680.205566, 6418.790039
29.080000, 5665.205566, 6417.790039
29.120000, 5627.205566, 6400.790039
29.160000, 5591.205566, 6402.790039
29.200000, 5618.805664, 6397.189941
29.240000, 5616.405762, 6375.589844
